"title","categoryName","address","neighborhood","street","city","postalCode","state","countryCode","website","phone","phoneUnformatted","location/lat","location/lng"
"Martiniello's Pizzeria IV","Pizza restaurant","2249 College Point Blvd, Flushing, NY 11356","Flushing","2249 College Point Blvd","Flushing","11356","New York","US","https://www.martiniellos.com/?utm_source=gbp","(718) 661-3344","+17186613344","40.7787216","-73.8459424"
"Hahm Ji Bach","Korean barbecue restaurant","40-11 149th Pl, Flushing, NY 11354","Flushing","40-11 149th Pl","Flushing","11354","New York","US","https://www.hahmjibach.com/","(718) 460-9289","+17184609289","40.763103","-73.8149239"
"El Recuerdo","Colombian restaurant","14605 34th Ave, Flushing, NY 11354","Flushing","14605 34th Ave","Flushing","11354","New York","US",,"(718) 359-1370","+17183591370","40.7674865","-73.8209192"
"Great East","Chinese restaurant","29-30a 29, 30 Union St, Flushing, NY 11354","Flushing","29-30a 29, 30 Union St","Flushing","11354","NY","US",,"(718) 886-2060","+17188862060","40.7714977","-73.8269043"
"Fish Village","Seafood restaurant","20-07 127th St FL 3, Queens, NY 11356","College Point","20-07 127th St FL 3","Queens","11356","New York","US","https://usseafood.net/","(718) 888-2268","+17188882268","40.781505","-73.8408955"
"King's Chef","Chinese restaurant","13348 Whitestone Expy, Flushing, NY 11354","Flushing","13348 Whitestone Expy","Flushing","11354","New York","US",,"(718) 961-3388","+17189613388","40.7689966","-73.8358183"
"The Line Sports Grill","Restaurant","LaGuardia Airport, LGA Terminal C, East Elmhurst, NY 11371","East Elmhurst","LaGuardia Airport, LGA Terminal C","East Elmhurst","11371","New York","US","https://www.otgexp.com/experience_locations/laguardia-airport/","(866) 508-3558","+18665083558","40.7691519","-73.8612582"
"Pho Top Restaurant","Vietnamese restaurant","25-25 Parsons Blvd, Flushing, NY 11354","Flushing","25-25 Parsons Blvd","Flushing","11354","New York","US","https://www.photoprestaurant.com/","(347) 506-0119","+13475060119","40.776074","-73.8235243"
"Akiyama","Japanese restaurant","132-16 14th Ave, College Point, NY 11356","College Point","132-16 14th Ave","College Point","11356","New York","US","http://www.akiyamasushiny.com/","(718) 747-0618","+17187470618","40.7857905","-73.8360189"
"Lucky Eastern","Chinese restaurant","14-46 College Point Blvd, College Point, NY 11356","College Point","14-46 College Point Blvd","College Point","11356","New York","US",,"(718) 888-0069","+17188880069","40.7847151","-73.8460382"
"Little Guyana Restaurant and lounge","Caribbean restaurant","111-05 Liberty Ave, Jamaica, NY 11419","Jamaica","111-05 Liberty Ave","Jamaica","11419","New York","US",,"(718) 650-6910","+17186506910","40.6850354","-73.8309388"
"Restaurant Bar","Restaurant","11620 Jamaica Ave, Jamaica, NY 11418","Jamaica","11620 Jamaica Ave","Jamaica","11418","New York","US",,,,"40.6993256","-73.8326767"
"Angela's Pizzeria","Pizza restaurant","3435 Fulton St, Brooklyn, NY 11208","Cypress Hills","3435 Fulton St","Brooklyn","11208","New York","US","https://www.angelaspizzeriamenu.com/","(718) 647-9606","+17186479606","40.6847092","-73.8690712"
"McDonald's","Fast food restaurant","138-32 Jamaica Ave, Jamaica, NY 11435","Jamaica","138-32 Jamaica Ave","Jamaica","11435","New York","US","https://www.mcdonalds.com/us/en-us/location/NY/JAMAICA/138-32-JAMIACA-AVE/1825.html?cid=RF:YXT:GMB::Clicks","(718) 558-8665","+17185588665","40.7022892","-73.8142868"
"Dhaba Punjabi and Groceries","Punjabi restaurant","113-11 101st Ave, South Richmond Hill, NY 11419","South Richmond Hill","113-11 101st Ave","South Richmond Hill","11419","New York","US",,"(718) 850-0200","+17188500200","40.6888625","-73.8305761"
"ZAKI'S Halal Food","Halal restaurant","119-18 Liberty Ave, South Richmond Hill, NY 11419","South Richmond Hill","119-18 Liberty Ave","South Richmond Hill","11419","New York","US","https://zakishalalfood.com/","(718) 690-5887","+17186905887","40.686315","-73.8233321"
"C Kew Gardens | Restaurant Lounge Bar","Italian restaurant","120-29 83rd Ave, Kew Gardens, NY 11415","Kew Gardens","120-29 83rd Ave","Kew Gardens","11415","New York","US","https://www.ckewgardens.com/","(347) 494-4792","+13474944792","40.708747","-73.831218"
"Tony's Restaurant & Bar","Caribbean restaurant","103-40 116th St, South Richmond Hill, NY 11419","South Richmond Hill","103-40 116th St","South Richmond Hill","11419","New York","US",,"(347) 956-1741","+13479561741","40.6861245","-73.8271748"
"Heat Caribbean Kitchen & Lounge","Caribbean restaurant","100-05 Atlantic Ave, Richmond Hill, NY 11418","Richmond Hill","100-05 Atlantic Ave","Richmond Hill","11418","New York","US","http://heatcaribbeankitchen.com/","(718) 847-7300","+17188477300","40.689767","-73.844118"
"Friend Restaurant","Caribbean restaurant","110-15 101st Ave, South Richmond Hill, NY 11419","South Richmond Hill","110-15 101st Ave","South Richmond Hill","11419","New York","US",,"(718) 441-5484","+17184415484","40.6880737","-73.833185"
"Prima Pizza","Pizza restaurant","92-15 Jamaica Ave, Woodhaven, NY 11421","Woodhaven","92-15 Jamaica Ave","Woodhaven","11421","New York","US","http://www.primapizzaofwoodhaven.com/?utm_source=gbp","(718) 487-3932","+17184873932","40.6936055","-73.8526602"
"Pop pot noodle & tea cafe","Asian restaurant","8000 Cooper Ave k2, Glendale, NY 11385","Glendale","8000 Cooper Ave k2","Glendale","11385","New York","US","http://poppotnoodleteacafe.com/","(718) 666-5298","+17186665298","40.7084824","-73.8683559"
"Pollo Nene Restaurant","Restaurant","111-17 Jamaica Ave, Jamaica, NY 11418","Jamaica","111-17 Jamaica Ave","Jamaica","11418","New York","US",,"(718) 441-1113","+17184411113","40.6973057","-73.8369421"
"Punjabi Grill","Indian restaurant","115-03 Atlantic Ave, Jamaica, NY 11418","Jamaica","115-03 Atlantic Ave","Jamaica","11418","New York","US","https://punjabigrillinc.com/","(347) 708-7239","+13477087239","40.693439","-73.831262"
"Tauros Bar Restaurant","Bar & grill","108-02 Jamaica Ave, Jamaica, NY 11418","Jamaica","108-02 Jamaica Ave","Jamaica","11418","New York","US",,"(718) 607-6287","+17186076287","40.6954871","-73.8394629"
"LOS BUCAROS RESTAURANT","Colombian restaurant","13859 Queens Blvd #2905, Briarwood, NY 11435","Briarwood","13859 Queens Blvd #2905","Briarwood","11435","New York","US","https://www.grubhub.com/restaurant/los-bucaros-13859-queens-blvd-jamaica/1401640","(718) 206-1118","+17182061118","40.7075288","-73.8172107"
"It's Just Wings","Chicken wings restaurant","80-16 Cooper Ave, Glendale, NY 11385","Glendale","80-16 Cooper Ave","Glendale","11385","New York","US","https://locations.itsjustwings.com/ny/glendale/cooper-ave-its-just-wings?utm_source=google&utm_medium=local&utm_campaign=IJW","(469) 373-2733","+14693732733","40.709203","-73.869669"
"Jophsua 19 Grocery & Restaurant","Mexican restaurant","13406 Jamaica Ave, Jamaica, NY 11418","Jamaica","13406 Jamaica Ave","Jamaica","11418","New York","US",,"(718) 206-2115","+17182062115","40.7022318","-73.8184194"
"Subway","Sandwich shop","118-18 Liberty Ave 1st floor, South Richmond Hill, NY 11419","South Richmond Hill","118-18 Liberty Ave 1st floor","South Richmond Hill","11419","New York","US","https://restaurants.subway.com/united-states/ny/south-richmond-hill/118-18-liberty-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=34704&utm_campaign=evergreen-2020&y_source=1_MTQ5MDEwMzQtNzE1LWxvY2F0aW9uLndlYnNpdGU=","(718) 323-1858","+17183231858","40.6859752","-73.8243291"
"Subway","Sandwich shop","10206 Atlantic Ave, Ozone Park, NY 11416","Ozone Park","10206 Atlantic Ave","Ozone Park","11416","New York","US","https://restaurants.subway.com/united-states/ny/ozone-park/10206-atlantic-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=24228&utm_campaign=evergreen-2020&y_source=1_MTQ5MDQ2NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","(718) 441-5340","+17184415340","40.689452","-73.8422955"
"Foo Lee Restaurant","Chinese restaurant","2892 Fulton St, Brooklyn, NY 11207","Cypress Hills","2892 Fulton St","Brooklyn","11207","New York","US",,"(718) 348-0855","+17183480855","40.6788238","-73.8878785"
"Aztec Soul","Mexican restaurant","3372 Atlantic Ave, Brooklyn, NY 11208","Cypress Hills","3372 Atlantic Ave","Brooklyn","11208","New York","US","https://www.grubhub.com/restaurant/aztec-soul-3372-atlantic-ave-brooklyn/316585","(347) 663-1651","+13476631651","40.6813121","-73.8718201"
"New Garden Kitchen","Chinese restaurant","76-14 Liberty Ave, Ozone Park, NY 11417","Ozone Park","76-14 Liberty Ave","Ozone Park","11417","New York","US","https://www.newgardenkitchenozonepark.com/#/","(718) 848-5499","+17188485499","40.6791521","-73.860718"
"New Joy Garden","Chinese restaurant","482 Riverdale Ave, Brooklyn, NY 11207","East New York","482 Riverdale Ave","Brooklyn","11207","New York","US",,"(718) 385-3388","+17183853388","40.6624116","-73.8980848"
"Denise Pizzeria & Italian Restaurant III","Italian restaurant","89-01 101st Ave, Ozone Park, NY 11416","Ozone Park","89-01 101st Ave","Ozone Park","11416","New York","US","https://www.denisepizza.com/","(718) 845-3333","+17188453333","40.6830489","-73.851114"
"Coco's Pizzeria Restaurant","Pizza restaurant","1377 A Sutter Ave, Brooklyn, NY 11208","East New York","1377 A Sutter Ave","Brooklyn","11208","New York","US",,"(718) 348-0585","+17183480585","40.6736054","-73.8670456"
"Flava","Jamaican restaurant","334 New Lots Ave, Brooklyn, NY 11207","East New York","334 New Lots Ave","Brooklyn","11207","New York","US",,"(718) 649-0016","+17186490016","40.6611938","-73.89433"
"Island Tropics","Jamaican restaurant","589 New Lots Ave, Brooklyn, NY 11207","East New York","589 New Lots Ave","Brooklyn","11207","New York","US","http://www.islandtropicsrestaurantcafebk.com/#Profile","(347) 715-4181","+13477154181","40.664596","-73.8872143"
"La Bona Pizza & Pasta","Pizza restaurant","2426 Pitkin Ave, Brooklyn, NY 11208","East New York","2426 Pitkin Ave","Brooklyn","11208","New York","US","https://www.labonapizzamenu.com/?utm_source=gbp","(718) 872-6687","+17188726687","40.673642","-73.882775"
"Golden China","Chinese restaurant","1013 Sutter Ave, Brooklyn, NY 11208","East New York","1013 Sutter Ave","Brooklyn","11208","New York","US",,"(718) 348-9331","+17183489331","40.671596","-73.881446"
"Boithok Khana Kitchen & Sweets Inc","Bangladeshi restaurant","1102 Liberty Ave, Brooklyn, NY 11208","Cypress Hills","1102 Liberty Ave","Brooklyn","11208","New York","US",,"(718) 618-7863","+17186187863","40.6782715","-73.8685765"
"Dat Ting Soul & Sea","Soul food restaurant","801 Stanley Ave, Brooklyn, NY 11207","East New York","801 Stanley Ave","Brooklyn","11207","New York","US",,"(718) 954-9612","+17189549612","40.6613798","-73.8794917"
"Shun Feng","Chinese restaurant","524 New Lots Ave, Brooklyn, NY 11207","East New York","524 New Lots Ave","Brooklyn","11207","New York","US",,"(718) 272-3888","+17182723888","40.6635676","-73.8888233"
"Dave's","Jamaican restaurant","507 Pine St, Brooklyn, NY 11208","East New York","507 Pine St","Brooklyn","11208","New York","US",,"(718) 235-2023","+17182352023","40.6731548","-73.8701608"
"Jade Linden","Chinese restaurant","78-6 Linden Blvd, Howard Beach, NY 11414","Howard Beach","78-6 Linden Blvd","Howard Beach","11414","New York","US",,"(718) 296-7105","+17182967105","40.6697847","-73.856884"
"T&N Halal","Gyro restaurant","494 Eldert Ln, Brooklyn, NY 11208","Cypress Hills","494 Eldert Ln","Brooklyn","11208","New York","US",,,,"40.6788701","-73.8652438"
"Sun Hing Restaurant","Chinese restaurant","623 Livonia Ave, Brooklyn, NY 11207","East New York","623 Livonia Ave","Brooklyn","11207","New York","US",,"(718) 345-4215","+17183454215","40.6648897","-73.8943275"
"City Line Pizza & Pasta","Pizza restaurant","1224 Liberty Ave, Brooklyn, NY 11208","Cypress Hills","1224 Liberty Ave","Brooklyn","11208","New York","US","https://www.citylinepizzapastany.com/","(718) 277-4992","+17182774992","40.6788815","-73.8638063"
"Margarita Restaurant","Restaurant","609 Sutter Ave, Brooklyn, NY 11207","East New York","609 Sutter Ave","Brooklyn","11207","New York","US",,"(718) 975-0282","+17189750282","40.6693439","-73.8965418"
"Golden Panda","Chinese restaurant","2824 Fulton St #2624, Brooklyn, NY 11207","Cypress Hills","2824 Fulton St #2624","Brooklyn","11207","New York","US",,"(718) 827-0166","+17188270166","40.678071","-73.8903587"
"Gahwa","Korean restaurant","29-32 Union St, Flushing, NY 11354","Flushing","29-32 Union St","Flushing","11354","New York","US","https://gahwarestaurant.com/","(718) 886-3223","+17188863223","40.7713678","-73.8268833"
"Crown One 御庭酒楼","Cantonese restaurant","34-20 Linden Pl, Flushing, NY 11354","Flushing","34-20 Linden Pl","Flushing","11354","New York","US","https://crownoneny.com/","(718) 799-0568","+17187990568","40.7658211","-73.8315243"
"Iliana's Bar Lounge","Haitian restaurant","15-11 College Point Blvd, College Point, NY 11356","College Point","15-11 College Point Blvd","College Point","11356","New York","US",,"(718) 799-0254","+17187990254","40.7837841","-73.8456914"
"Mulberry Street","Italian restaurant","100 LaGuardia Rd, Queens, NY 11371","East Elmhurst","100 LaGuardia Rd","Queens","11371","New York","US",,,,"40.773429","-73.8714504"
"Whitepoint Pizza","Pizza restaurant","132-13 14th Ave, College Point, NY 11356","College Point","132-13 14th Ave","College Point","11356","New York","US","https://www.whitepointpizzarestaurant.com/","(718) 746-5555","+17187465555","40.7870442","-73.8359205"
"X-tra Cheese Pizza","Pizza restaurant","14720 Northern Blvd, Flushing, NY 11354","Flushing","14720 Northern Blvd","Flushing","11354","New York","US","http://xtracheesepizza.com/","(718) 961-3122","+17189613122","40.765094","-73.818476"
"Sarku Japan Teriyaki & Sushi Express","Japanese restaurant","133-38 Whitestone Expy, Flushing, NY 11354","Flushing","133-38 Whitestone Expy","Flushing","11354","New York","US","https://www.sarkujapan.com/","(718) 359-0810","+17183590810","40.7688082","-73.8360247"
"Little Pepper","Chinese restaurant","18-24 College Point Blvd, College Point, NY 11356","College Point","18-24 College Point Blvd","College Point","11356","New York","US","https://www.facebook.com/littlepepperrestaurant/","(718) 939-7788","+17189397788","40.782447","-73.846049"
"Daori BBQ","Korean restaurant","40-03 149th Pl, Flushing, NY 11354","Flushing","40-03 149th Pl","Flushing","11354","New York","US","https://www.daoriny.com/","(718) 353-5252","+17183535252","40.7633505","-73.8150206"
"El Punto Bakery & Restaurant","Colombian restaurant","18-27 College Point Blvd, College Point, NY 11356","College Point","18-27 College Point Blvd","College Point","11356","New York","US","http://www.elpuntocp.com/","(718) 500-4929","+17185004929","40.782239","-73.8457378"
"Kennedy Fried Chicken (Halal)","Chicken restaurant","136-04 Northern Blvd, Flushing, NY 11354","Flushing","136-04 Northern Blvd","Flushing","11354","New York","US","http://www.kennedyfriedchicken.com/","(718) 321-0775","+17183210775","40.7627354","-73.8315948"
"相约98私房菜。Bar Date Bar","Chinese restaurant","3626A Union St, Flushing, NY 11354","Flushing","3626A Union St","Flushing","11354","New York","US","https://www.bardatebar.com/","(929) 307-6959","+19293076959","40.7629575","-73.827978"
"Mr Dre Kitchen Bar","Bar & grill","122-07 15th Ave, College Point, NY 11356","College Point","122-07 15th Ave","College Point","11356","New York","US","https://www.mrdrekitchenbarny.com/","(347) 506-0976","+13475060976","40.7843972","-73.8453183"
"LY Time Restaurant","Asian fusion restaurant","15-59 127th St, Flushing, NY 11356","Flushing","15-59 127th St","Flushing","11356","New York","US","https://www.beyondmenu.com/63120/flushing/ly-time-restaurant-flushing-11356.aspx","(718) 535-2777","+17185352777","40.7838312","-73.8409298"
"Hunan Cafe","Hunan restaurant","137-40 Northern Blvd, Flushing, NY 11354","Flushing","137-40 Northern Blvd","Flushing","11354","New York","US",,"(718) 353-1808","+17183531808","40.7632665","-73.8296845"
"Ming Xing BBQ","Chinese restaurant","35-14 Farrington St, Flushing, NY 11354","Flushing","35-14 Farrington St","Flushing","11354","New York","US",,"(718) 461-0980","+17184610980","40.7639759","-73.8317342"
"Kai-Ying","Chinese restaurant","1821 College Point Blvd, Flushing, NY 11356","Flushing","1821 College Point Blvd","Flushing","11356","New York","US",,"(718) 463-2200","+17184632200","40.7824914","-73.8457824"
"Mr KEKE","Ramen restaurant","3420 Linden Pl 1st FL, Flushing, NY 11354","Flushing","3420 Linden Pl 1st FL","Flushing","11354","New York","US","https://www.mrkeke.com/","(347) 438-1030","+13474381030","40.7658211","-73.8315243"
"Keilly Chinese Restaurant","Chinese restaurant","132-11B 14th Ave, College Point, NY 11356","College Point","132-11B 14th Ave","College Point","11356","New York","US",,"(718) 746-6796","+17187466796","40.7870023","-73.8359718"
"Wendy's","Fast food restaurant","133-50 Whitestone Expy, Flushing, NY 11354","Flushing","133-50 Whitestone Expy","Flushing","11354","New York","US","https://locations.wendys.com/united-states/ny/flushing/133-50-whitestone-express?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US","(718) 762-4055","+17187624055","40.7690516","-73.8357382"
"Subway","Sandwich shop","132-40 Metropolitan Ave, Richmond Hill, NY 11418","Richmond Hill","132-40 Metropolitan Ave","Richmond Hill","11418","New York","US","https://restaurants.subway.com/united-states/ny/richmond-hill/132-40-metropolitan-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=28870&utm_campaign=evergreen-2020&y_source=1_MTQ4OTg3OTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","(718) 526-9800","+17185269800","40.7025267","-73.8189491"
"INDIAN CUISINE PUNJABI RESTAURANT","Indian restaurant","104-05 101st Ave, Ozone Park, NY 11416","Ozone Park","104-05 101st Ave","Ozone Park","11416","New York","US","https://icprestaurant.com/","(765) 532-8731","+17655328731","40.6864934","-73.8388509"
"Express Soft Taco","Mexican restaurant","134-08 Jamaica Ave, Richmond Hill, NY 11418","Richmond Hill","134-08 Jamaica Ave","Richmond Hill","11418","New York","US",,"(718) 206-2866","+17182062866","40.7023101","-73.8183785"
"Sohna Punjab Indian Restaurant, 117-10 Atlantic Avenue,Richmond Hill, Queens","Indian restaurant","117-10 Atlantic Ave, South Richmond Hill, NY 11419","South Richmond Hill","117-10 Atlantic Ave","South Richmond Hill","11419","New York","US","http://sohnapunjabindianrestaurant.com/","(718) 850-6221","+17188506221","40.6934876","-73.8291999"
"Or Yehuda","Kebab shop","138-44 86th Ave, Jamaica, NY 11435","Jamaica","138-44 86th Ave","Jamaica","11435","New York","US","http://www.or-yehuda.com/","(718) 657-4143","+17186574143","40.707737","-73.816857"
"Sugaz","Caribbean restaurant","115-22 Liberty Ave, South Richmond Hill, NY 11419","South Richmond Hill","115-22 Liberty Ave","South Richmond Hill","11419","New York","US",,"(718) 323-2453","+17183232453","40.685572","-73.826931"
"Don Nico at Atlas Park","Mexican restaurant","8060 Cooper Ave, Glendale, NY 11385","Glendale","8060 Cooper Ave","Glendale","11385","New York","US",,"(347) 716-1070","+13477161070","40.7085729","-73.8679722"
"Bisoux","Restaurant","LaGuardia Airport, Terminal C, Jackson Heights, NY 11372","Jackson Heights","LaGuardia Airport, Terminal C","Jackson Heights","11372","NY","US",,"(866) 508-3558","+18665083558","40.7710641","-73.8653503"
"Xin La Gong Fu","Chinese restaurant","35-48 Union St, Flushing, NY 11354","Flushing","35-48 Union St","Flushing","11354","New York","US","http://www.xinlagongfu.com/","(917) 981-0877","+19179810877","40.7642186","-73.8282132"
"Northern King Dumpling 노던 왕만두 北方包子王 - Handmade dumplings","Dumpling restaurant","14944 Northern Blvd, Flushing, NY 11354","Flushing","14944 Northern Blvd","Flushing","11354","New York","US","https://www.king-dumpling.com/order?utm_source=googlemap&utm_medium=click&utm_campaign=orderrefer&sid=759444569313164800","(718) 461-8878","+17184618878","40.765126","-73.815544"
"The Buffet","Buffet restaurant","20-07 127th St 4th floor, College Point, NY 11356","College Point","20-07 127th St 4th floor","College Point","11356","New York","US","http://www.thebuffet-ny.com/index.php","(718) 886-3722","+17188863722","40.7813974","-73.8412969"
"Ding Ding Eatery","Chinese restaurant","34-20 Linden Pl, Flushing, NY 11354","Flushing","34-20 Linden Pl","Flushing","11354","New York","US",,"(929) 283-5000","+19292835000","40.7658211","-73.8315243"
"Chung DO Sushi","Japanese restaurant","3612 Union St, Flushing, NY 11354","Flushing","3612 Union St","Flushing","11354","New York","US",,"(718) 939-1239","+17189391239","40.7633333","-73.8282639"
"MEAT ME BBQ","Korean barbecue restaurant","29-18 Union St, Flushing, NY 11354","Flushing","29-18 Union St","Flushing","11354","New York","US",,"(718) 445-3155","+17184453155","40.7717318","-73.8268399"
"NEW YORK K-BBQ","Korean barbecue restaurant","149-06 Northern Blvd, Flushing, NY 11354","Flushing","149-06 Northern Blvd","Flushing","11354","New York","US","https://www.newyorkkbbq.com/","(718) 539-0111","+17185390111","40.7651402","-73.8168639"
"RESTAURANT DEPOT","Restaurant","15-24 132nd St, Flushing, NY 11356","Flushing","15-24 132nd St","Flushing","11356","New York","US","https://www.restaurantdepot.com/",,,"40.7838591","-73.8371377"
"Liu Ji Sichuan Noodle House","Chinese noodle restaurant","20-13 College Point Blvd, College Point, NY 11356","College Point","20-13 College Point Blvd","College Point","11356","New York","US","https://www.liusichuannoodle.com/","(516) 915-1588","+15169151588","40.781256","-73.845674"
"Taco Bell","Fast food restaurant","31-22 Farrington St, Flushing, NY 11354","Flushing","31-22 Farrington St","Flushing","11354","New York","US","https://locations.tacobell.com/ny/flushing/31-22-farrington-street.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=035334&utm_content=website&y_source=1_MTIwMzQzOTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","(929) 468-2525","+19294682525","40.768693","-73.8337097"
"BUNSIK Korean Street Food","Korean restaurant","13687 37th Ave 1st floor, Flushing, NY 11354","Flushing","13687 37th Ave 1st floor","Flushing","11354","New York","US","https://bunsiknyc.com/","(917) 285-2050","+19172852050","40.7625596","-73.8280053"
"Nagi Ramen Sushi 凪料理","Japanese restaurant","33-70 Prince St C15, Flushing, NY 11354","Flushing","33-70 Prince St C15","Flushing","11354","New York","US",,"(347) 368-4477","+13473684477","40.7646146","-73.8335799"
"Dae Bak","Korean barbecue restaurant","146-06 34th Ave, Flushing, NY 11354","Flushing","146-06 34th Ave","Flushing","11354","New York","US",,"(718) 358-0002","+17183580002","40.7671557","-73.8208508"
"Tri Dynasty Chinese Restaurant","Chinese restaurant","147-18 Northern Blvd, Flushing, NY 11354","Flushing","147-18 Northern Blvd","Flushing","11354","New York","US","https://www.beyondmenu.com/51830.aspx","(718) 961-5100","+17189615100","40.7651034","-73.8185009"
"Kombu","Japanese restaurant","LaGuardia Internal Rdwy/Term C Loop Food Hall Gates, C28 - C29, East Elmhurst, NY 11371","East Elmhurst","LaGuardia Internal Rdwy/Term C Loop Food Hall Gates, C28 - C29","East Elmhurst","11371","New York","US",,,,"40.7715179","-73.8660406"
"Taste of Bisoux","Pizza restaurant","Terminal D Gates 3-4, Flushing, NY 11371","Flushing","Terminal D Gates 3-4","Flushing","11371","New York","US",,,,"40.76917","-73.861938"
"McDonald's","Fast food restaurant","13811 20th Ave, College Point, NY 11356","College Point","13811 20th Ave","College Point","11356","New York","US","https://www.mcdonalds.com/us/en-us/location/NY/WHITESTONE/138-11-20TH-AVE/23107.html?cid=RF:YXT:GMB::Clicks","(718) 358-1177","+17183581177","40.7820137","-73.8299609"
"Pho Metro","Vietnamese restaurant","31-16 Farrington St, Flushing, NY 11354","Flushing","31-16 Farrington St","Flushing","11354","New York","US",,"(718) 886-7435","+17188867435","40.7686316","-73.8338845"
"Cityview Rooftop Bar & Lounge","Bar & grill","2007 127th Street Rooftop, College Point, NY 11356","College Point","2007 127th Street Rooftop","College Point","11356","NY","US","https://www.cityview.nyc/","(718) 799-1500","+17187991500","40.7808611","-73.8410181"
"Wang Wang Queens","Chinese restaurant","34-12 Union St, Flushing, NY 11354","Flushing","34-12 Union St","Flushing","11354","New York","US","https://www.wangwangqueens.com/","(929) 483-6688","+19294836688","40.7665379","-73.8277775"
"Jägerhaus","German restaurant","15-16 149th St, Flushing, NY 11357","Flushing","15-16 149th St","Flushing","11357","New York","US","http://jagerhausnyc.com/","(718) 767-3486","+17187673486","40.7866579","-73.8164733"
"Subway","Sandwich shop","25-27B Parsons Blvd, Flushing, NY 11354","Flushing","25-27B Parsons Blvd","Flushing","11354","New York","US","https://restaurants.subway.com/united-states/ny/flushing/25-27b-parsons-blvd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=63625&utm_campaign=evergreen-2020&y_source=1_MTQ5MTU4OTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","(718) 353-3100","+17183533100","40.7758999","-73.8236036"
"Valerio Juice Bar and Colombian Food","Juice shop","1439 College Point Blvd, College Point, NY 11356","College Point","1439 College Point Blvd","College Point","11356","New York","US","http://valeriojuicebarny.com/","(718) 358-4232","+17183584232","40.7843198","-73.845605"
"Pearl Garden","Chinese restaurant","14508 14th Ave, Flushing, NY 11357","Flushing","14508 14th Ave","Flushing","11357","New York","US",,"(718) 767-7854","+17187677854","40.786775","-73.8219694"
"J&K Gourmet","Chinese restaurant","2302 College Point Blvd, College Point, NY 11356","College Point","2302 College Point Blvd","College Point","11356","New York","US",,"(718) 353-4111","+17183534111","40.7785004","-73.8462408"
"Carniceria Y Taqueria El Novillo","Meat dish restaurant","14-33 College Point Blvd, College Point, NY 11356","College Point","14-33 College Point Blvd","College Point","11356","New York","US",,"(718) 321-1546","+17183211546","40.7844267","-73.8456786"
"Firebelly Wings","Restaurant","100-15 Ditmars Blvd, East Elmhurst, NY 11369","East Elmhurst","100-15 Ditmars Blvd","East Elmhurst","11369","New York","US","https://firebellywings.com/","(888) 663-3735","+18886633735","40.7703476","-73.8699003"
"Juk Story","Porridge restaurant","4016a 150th St, Flushing, NY 11354","Flushing","4016a 150th St","Flushing","11354","New York","US",,"(718) 460-8987","+17184608987","40.7631868","-73.8144055"
"JeunJu Korean Restaurant 전주식당 | 전주할매칼국수 - Authentic Korean home style food","Korean restaurant","40-11 150th St, Flushing, NY 11354","Flushing","40-11 150th St","Flushing","11354","New York","US",,"(718) 939-0434","+17189390434","40.7633236","-73.814119"
"Mangu Patio","Dominican restaurant","12207 15th Ave, College Point, NY 11356","College Point","12207 15th Ave","College Point","11356","New York","US","http://www.mangupatio.net/","(718) 321-9982","+17183219982","40.7844047","-73.8453208"
"Jin Da Lai","Barbecue restaurant","35-30 Union St, Flushing, NY 11354","Flushing","35-30 Union St","Flushing","11354","New York","US",,"(718) 463-4142","+17184634142","40.7646225","-73.8281858"
"GooGongTan","Korean barbecue restaurant","40-09 149th Pl #1, Flushing, NY 11354","Flushing","40-09 149th Pl #1","Flushing","11354","New York","US",,"(718) 321-1738","+17183211738","40.763184","-73.814924"
"Yuk Jun Gui - Galbi, Fresh live eel, Makchang","Restaurant","4105 150th St, Flushing, NY 11355","Flushing","4105 150th St","Flushing","11355","New York","US","https://www.yukjungui.com/","(718) 460-1266","+17184601266","40.7626106","-73.8136914"
"Dock3366 香港仔碼頭","Chinese restaurant","33-68 Farrington Street Lower Level, Flushing, NY 11354","Flushing","33-68 Farrington Street Lower Level","Flushing","11354","NY","US",,"(917) 908-0688","+19179080688","40.7650888","-73.8322344"
"Kaizen: Omakase & Hand Roll Sushi Restaurant","Sushi restaurant","33-70 Farrington St, Queens, NY 11354","Flushing","33-70 Farrington St","Queens","11354","New York","US","https://www.nyckaizen.com/","(718) 971-2413","+17189712413","40.7650265","-73.8322898"
"沙县小吃 Shaxian Snacks","Chinese restaurant","36-24 Union St, Flushing, NY 11354","Flushing","36-24 Union St","Flushing","11354","New York","US","https://www.shaxianxiaochinyc.com/","(929) 799-8666","+19297998666","40.7630209","-73.8280866"
